data_resource_uid	dcterms:license	institutionCode	collectionCode	datasetName	basisOfRecord	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	sex	reproductiveCondition	establishmentMeans	occurrenceStatus	occurrenceRemarks	eventID	eventDate	year	month	samplingProtocol	locationID	country	countryCode	stateProvince	locality	minimumElevationInMeters	maximumElevationInMeters	minimumDepthInMeters	maximumDepthInMeters	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	georeference_verification_status	identificationQualifier	typeStatus	identifiedBy	dateIdentified	taxonConceptID	scientificName	scientificName	originalNameUsage	kingdom	phylum	class	order	family	genus	taxonRank	vernacularName	species	verbatimIdentificationQualifier	recordID	dcterms:accessRights	verbatimBasisOfRecord	Temperature - annual max mean	Temperature - annual min mean	Temperature - annual range	Precipitation - annual mean	Radiation - annual mean (Bio20)	Elevation 	Enhanced Vegetation Index (2012-03-05)	Moisture Index - annual mean (Bio28)	Nutrient status	Ph - soil
drt25826				Koalas										present								Australia		New South Wales							-32.699763	152.065329		-32.699763	152.065329			Not provided																		b5dd2d20-85f7-4794-9551-16149c59b949							16.66			0.8	0.95	
drt25826				Koalas										present								Australia		Queensland							-27.4359323	151.939344		-27.4359323	151.939344			Not provided																		b542656c-f120-40d7-b5f5-ddb8826c8f4f			23.408333	9.726666	25.344269	69.620056	18.6	572.0	0.3863	0.47	2.1	5.0
drt25826				Koalas										present								Australia		Victoria							-37.0241763	145.5293823		-37.0241763	145.5293823			Not provided																		b5234667-efa7-4a1f-8e12-74d6d7e67389			17.499166	6.1291666	24.399994	68.211235	15.6	504.0	0.3878	0.71	1.5	4.0
drt25826				Koalas										present								Australia		New South Wales							-30.9855488893933	150.243011995726		-30.9855488893933	150.243011995726			Not provided																		b51e8381-e479-4a40-8b7d-481621c4f130			24.75	10.659166	29.399994	49.778355	18.4	264.0	0.3308	0.37	1.7	6.0
drt25826				Koalas										present								Australia		Queensland							-26.409729	151.8155998		-26.409729	151.8155998			Not provided																		b4ff0d14-d528-463a-a497-a1729a42cf30			24.368334	10.786667	25.17752	62.55083	18.9	465.0	0.3458	0.46	1.95	5.0
drt25826				Koalas										present								Australia		New South Wales							-28.9166667	153.3191667		-28.9166667	153.3191667			Not provided																		b4dcb8c3-b948-4238-a18d-97848fbbe005			24.567501	13.3625	21.53244	120.76253	17.2	35.0	0.5634	0.82	2.0	4.0
drt25826				Koalas										present								Australia		Victoria							-38.8280287	143.5110885		-38.8280287	143.5110885			Not provided																		b414d577-68d5-4940-b1e6-ea687688aff5			16.2425	8.895833	15.9383545	94.02331	13.9	83.0	0.4036	0.82	1.7	4.0
drt25826				Koalas										present								Australia		New South Wales							-34.443525	150.5289047		-34.443525	150.5289047			Not provided																		b308b282-3f22-4d1f-a391-5b92180c1135			19.353333	8.2	22.545868	82.84001	16.6	550.0	0.3223	0.7	1.0	4.0
drt25826				Koalas										present								Australia		Queensland							-28.1099597	153.4055706		-28.1099597	153.4055706			Not provided																		b2d230bc-312e-4b89-bfc8-0ed85343c154			24.585833	14.38	20.347137	132.64503	17.1	23.0	0.395	0.9	1.6	4.0
drt25826				Koalas										present								Australia		Queensland							-27.2957864	152.0007851		-27.2957864	152.0007851			Not provided																		b2c97532-46ed-4920-93ab-f2449ff8df97			22.708334	9.7425	24.351105	75.25694	18.5	645.0	0.391	0.54	2.0	5.0
drt25826				Koalas										present								Australia		Queensland							-26.8243	152.8593		-26.8243	152.8593			Not provided																		b2bbc0d0-e908-411c-bda9-ac98e1b2cdea			24.48	13.549167	20.801971	138.85692	17.3	187.0	0.5397	0.88	2.0	4.0
drt25826				Koalas										present								Australia		Queensland							-27.4735257	151.8191829		-27.4735257	151.8191829			Not provided																		b2b381f7-34fe-4049-9dfd-4230039b8cec			24.4175	9.923333	26.493134	58.252094	18.9	490.0	0.3121	0.39	2.0	5.0
drt25826				Koalas										present								Australia		Victoria							-37.1336959999999	148.245191		-37.1336959999999	148.245191			Not provided																		b27d8fbb-d094-4c98-b345-ed5c29902934			15.388333	3.51	23.199982	64.2316	15.8	880.0	0.5755	0.77	1.75	4.0
drt25826				Koalas										present								Australia		Queensland							-27.3527084	152.165048		-27.3527084	152.165048			Not provided																		b267be6b-eaed-415e-88e6-b6809f63f3b4			22.62	10.193334	23.399994	84.6676	18.2	584.0	0.5316	0.61	2.3	5.0
drt25826				Koalas										present								Australia		New South Wales							-31.1133333	152.8341667		-31.1133333	152.8341667			Not provided																		b1872126-f71b-4567-a7b8-e0bf1c18d471			23.4225	12.475	21.440521	107.00763	16.9	21.0	0.2834	0.83	1.95	4.0
drt25826				Koalas										present								Australia		Queensland							-27.6141228	153.2362301		-27.6141228	153.2362301			Not provided																		b0817bc2-b4ca-4f14-ad4f-94934493c794			24.316666	14.5325	20.166138	112.018265	17.6	63.0	0.486	0.83	1.75	4.0
drt25826				Koalas										present								Australia		New South Wales							-31.4405556	148.9108333		-31.4405556	148.9108333			Not provided																		afc1b767-ac58-4833-82c8-8c2643be07d7			23.145	8.8425	29.199982	49.309013	18.2	429.0	0.2152	0.41	1.3	6.0
drt25826				Koalas										present								Australia		New South Wales							-34.4333357	150.5265717		-34.4333357	150.5265717			Not provided																		aefac7cc-4b0e-49a8-bcfc-5b08a3b36c01			19.365	8.185	22.5484	81.53753	16.6	550.0	0.3016	0.7	1.0	4.0
drt25826				Koalas										present								Australia		New South Wales							-28.2348315	153.4977867		-28.2348315	153.4977867			Not provided																		aecfb692-1e87-49ae-9de6-c967c1c1294b			24.205	14.518333	20.05545	146.94745	16.8	6.0	0.4186	0.93	1.6	4.0
drt25826				Koalas										present								Australia		Queensland							-27.2976027	151.8530771		-27.2976027	151.8530771			Not provided																		ae62f1ed-12a0-4981-8506-d2eb6b67a4a0			23.8475	9.908333	25.63733	58.98935	18.9	518.0	0.2649	0.41	2.0	5.0
drt25826				Koalas										present								Australia		New South Wales							-31.2108333	150.3663889		-31.2108333	150.3663889			Not provided																		ae255d5a-05b1-4059-bf7a-3727abb269d7			24.3775	10.220833	29.0	49.416668	18.2	284.0	0.4029	0.39	2.0	6.0
drt25826				Koalas										present								Australia		Queensland							-26.2421013	151.9413897		-26.2421013	151.9413897			Not provided																		adc60e06-d445-4665-99c4-ee73331e9967			25.556667	11.736667	25.032196	65.0	19.0	317.0	0.3521	0.43	1.05	5.0
drt25826				Koalas										present								Australia		Queensland							-27.3677521	151.5906984		-27.3677521	151.5906984			Not provided																		ad78fbfc-ddd0-49cc-9dbb-824d47ae085b			25.116667	10.2425	27.299988	54.5832	19.2	407.0	0.2591	0.33	2.0	6.0
drt25826				Koalas										present								Australia		Victoria							-38.5835106	146.013851		-38.5835106	146.013851			Not provided																		ad135529-ac9f-41f4-bc33-f23d7fe427ea			18.051666	9.198334	19.071686	84.30676	14.5	34.0	0.4678	0.79	1.0	4.0
drt25826				Koalas										present								Australia		Queensland							-27.221449	153.0684911		-27.221449	153.0684911			Not provided																		acf01a09-ea1b-4016-802f-ff37f3db52c8			24.83	14.68	20.700012	105.213745	17.7	1.0	0.3869	0.8	1.4	
drt25826				Koalas										present								Australia		Victoria							-37.2220099999999	148.263899		-37.2220099999999	148.263899			Not provided																		acbc53e3-88a9-48bd-a16b-a4166a8a62c1			16.481667	4.2716665	23.399994	74.941246	15.5	743.0	0.4786	0.8	1.75	4.0
drt25826				Koalas										present								Australia		New South Wales							-30.9855488893933	150.243011995726		-30.9855488893933	150.243011995726			Not provided																		ab69a42f-9425-4abc-8e4a-fa1e7e0497ae			24.75	10.659166	29.399994	49.778355	18.4	264.0	0.3308	0.37	1.7	6.0
drt25826				Koalas										present								Australia		Victoria							-37.1875019999999	148.269076		-37.1875019999999	148.269076			Not provided																		aaed3c05-ed4f-46c7-ae74-ad23b5a88883			15.773334	3.7833333	23.299988	70.53337	15.7	771.0	0.5771	0.79	1.75	5.0
drt25826				Koalas										present								Australia		New South Wales							-34.2280706	150.7500367		-34.2280706	150.7500367			Not provided																		aa4e3cbb-84d7-47e5-b71b-8676dbb20f00			21.415833	9.968333	22.5	74.44082	16.8	180.0	0.3706	0.64	1.0	4.0
drt25826				Koalas										present								Australia		Victoria							-38.383333	146.383333		-38.383333	146.383333			Not provided																		aa26df5a-f29f-491c-84f8-756d3a7aaddd			17.325	8.2975	19.582642	85.73794	14.4	173.0	0.4687	0.83	2.0	4.0
drt25826				Koalas										present								Australia		Victoria							-36.8485857	145.402868		-36.8485857	145.402868			Not provided																		aa0fd860-abd9-47e4-9dd9-57fe41778d68			19.666666	7.395	25.5	55.39626	16.0	250.0	0.491	0.64	1.5	4.0
drt25826				Koalas										present								Australia		New South Wales							-30.9855488893933	150.243011995726		-30.9855488893933	150.243011995726			Not provided																		aa0d0c02-bdc7-487c-9ecc-a59e204b20ec			24.75	10.659166	29.399994	49.778355	18.4	264.0	0.3308	0.37	1.7	6.0
drt25826				Koalas										present								Australia		New South Wales							-28.8308333	153.3236111		-28.8308333	153.3236111			Not provided																		a98edccb-f854-41b1-88f2-5f9152422e6c			24.057499	13.1325	21.069	124.18891	17.1	133.0	0.4921	0.85	2.85	4.0
drt25826				Koalas										present								Australia		Victoria							-38.5835106	146.013851		-38.5835106	146.013851			Not provided																		a9493fe5-daeb-44e4-a852-62f2c9306560			18.051666	9.198334	19.071686	84.30676	14.5	34.0	0.4678	0.79	1.0	4.0
drt25826				Koalas										present								Australia		New South Wales							-31.4383333	152.9191667		-31.4383333	152.9191667			Not provided																		a91ee2ad-1abe-42f0-bd1b-1b7cdf7e9d27			22.2875	12.163333	19.90686	122.487305	16.7		0.2612	0.86	1.8	
drt25826				Koalas										present								Australia		New South Wales							-28.6641667	153.4958333		-28.6641667	153.4958333			Not provided																		a7d86dfc-2478-44fe-95ea-0a7932c92d5e			23.9625	14.4525	19.75351	146.66707	16.8	53.0	0.5674	0.9	1.8	4.0
drt25826				Koalas										present								Australia		Queensland							-25.5513899	152.6771004		-25.5513899	152.6771004			Not provided																		a7745e0d-711b-40c4-a502-8c389862dc2f			26.18	15.310833	20.899994	95.032295	18.4	3.0	0.4217	0.62	1.1	4.0
drt25826				Koalas										present								Australia		Queensland							-28.0905164	153.3662878		-28.0905164	153.3662878			Not provided																		a71c4362-179f-49e1-887a-dac895c50241			24.786667	14.2175	20.600006	127.03359	17.2	6.0	0.3588	0.88	1.6	4.0
drt25826				Koalas										present								Australia		New South Wales							-29.0866667	153.385		-29.0866667	153.385			Not provided																		a6fe0d93-fc74-4cc4-9a01-4c8908d23ea9			24.376667	13.896667	20.236908	127.596245	17.1	12.0	0.4169	0.82	1.1	4.0
drt25826				Koalas										present								Australia		New South Wales							-34.4343736	150.5190661		-34.4343736	150.5190661			Not provided																		a6d093ec-b754-4c4d-b5d9-a56c0149955f			19.260834	8.0775	23.399994	79.56753	16.6	550.0	0.3629	0.69	1.0	4.0
drt25826				Koalas										present								Australia		Victoria							-37.9756695	146.3768277		-37.9756695	146.3768277			Not provided																		a6c912b8-9689-48f9-8738-fc29c46d44bf			16.545834	6.885	20.533234	95.52174	14.3	407.0	0.4619	0.89	2.0	4.0
drt25826				Koalas										present								Australia		Victoria							-37.0868493	145.8615582		-37.0868493	145.8615582			Not provided																		a65624ce-bb56-47d7-a2c8-afc933561fe2			19.0575	6.5616665	25.123596	64.53713	15.7	331.0	0.3814	0.69	1.15	4.0
drt25826				Koalas										present								Australia		Queensland							-26.6891924	151.6560623		-26.6891924	151.6560623			Not provided																		a5f6b96b-54d2-44d6-b764-864baff06fcd			24.2025	10.268333	25.799988	66.82375	18.9	520.0	0.4324	0.44	1.95	5.0
drt25826				Koalas										present								Australia		New South Wales							-34.3122445	150.6083584		-34.3122445	150.6083584			Not provided																		a583d289-b3f3-43f5-ad22-5bca037a8738			20.553333	8.906667	23.163574	80.27437	16.7	342.0	0.3312	0.65	1.0	4.0
drt25826				Koalas										present								Australia		New South Wales							-31.2036111	150.3672222		-31.2036111	150.3672222			Not provided																		a4d69a08-2a73-41a6-a856-92548ce8cefb			24.48	10.315001	29.100006	49.25	18.2	279.0	0.2824	0.39	2.0	6.0
drt25826				Koalas										present								Australia		New South Wales							-36.0267360831415	149.408202817969		-36.0267360831415	149.408202817969			Not provided																		a4bea276-80ff-4510-bfb3-065b66c454e5			15.671667	3.3791666	24.991852	65.748665	16.5	1029.0	0.3855	0.63	1.4	4.0
drt25826				Koalas										present								Australia		New South Wales							-34.5013067	150.558202		-34.5013067	150.558202			Not provided																		a4be2e17-8de9-4e72-8c0f-39a2d0a2a023			18.6275	8.016666	22.656067	98.553856	16.2	607.0	0.3445	0.81	1.0	4.0
drt25826				Koalas										present								Australia		New South Wales							-31.4519444	152.9297222		-31.4519444	152.9297222			Not provided																		a4ac7fc6-6da5-422b-9416-0377af6dd136			22.124166	12.094167	19.856598	124.145935	16.6		0.3876	0.87	2.0	
drt25826				Koalas										present								Australia		Queensland							-25.5513899	152.6771004		-25.5513899	152.6771004			Not provided																		a48f07d1-8a6b-448f-88be-185f5566bc7d			26.18	15.310833	20.899994	95.032295	18.4	3.0	0.4217	0.62	1.1	4.0
drt25826				Koalas										present								Australia		New South Wales							-30.9855488893933	150.243011995726		-30.9855488893933	150.243011995726			Not provided																		a450bb3b-2b86-4252-a721-2cb5b946b4cb			24.75	10.659166	29.399994	49.778355	18.4	264.0	0.3308	0.37	1.7	6.0
drt25826				Koalas										present								Australia		New South Wales							-31.443473	152.917448		-31.443473	152.917448			Not provided																		a40740fa-0bd2-4426-b561-2d3674c00423			22.239166	12.130834	19.899994	122.26893	16.7		0.4322	0.86	2.0	
drt25826				Koalas										present								Australia		New South Wales							-34.2577664	150.6850297		-34.2577664	150.6850297			Not provided																		a3988f54-31ca-41f3-81f7-055c3923857f			21.369167	9.555	22.481598	74.21865	16.8	235.0	0.3278	0.62	1.0	4.0
drt25826				Koalas										present								Australia		Queensland							-27.9718794	153.4063059		-27.9718794	153.4063059			Not provided																		a2f833a6-1693-4da4-b2ad-f9435811349e			24.55	14.725833	20.174377	126.3576	17.2	2.0	0.3081	0.88	1.1	
drt25826				Koalas										present								Australia		Queensland							-27.846439	153.343953		-27.846439	153.343953			Not provided																		a1daf0d2-0ddf-42af-a5cd-f2cccdbfd6ee			24.628334	14.7325	20.399994	116.647446	17.5	9.0	0.3989	0.85	1.15	4.0
drt25826				Koalas										present								Australia		Queensland							-26.6711062	152.0014584		-26.6711062	152.0014584			Not provided																		a1b00887-2f35-44a8-9d93-836b6c1cc75b			25.031666	10.605	26.074738	64.52026	18.7	376.0	0.3793	0.47	1.15	5.0
drt25826				Koalas										present								Australia		Queensland							-27.4164824	151.8251093		-27.4164824	151.8251093			Not provided																		a091d870-0390-465f-8eb8-ac55eea0471a			24.645834	10.145833	26.600006	57.687965	18.9	416.0	0.2639	0.38	1.9	5.0
drt25826				Koalas										present								Australia		Victoria							-36.9107466	145.6002839		-36.9107466	145.6002839			Not provided																		9ff5e242-a3fa-49bb-bb95-0c640dcd2de2			18.545834	6.5183334	25.260223	65.669975	15.7	347.0	0.3255	0.69	1.5	4.0
drt25826				Koalas										present								Australia		Queensland							-27.2385349	153.0309176		-27.2385349	153.0309176			Not provided																		9f64b7b2-aab9-4b03-96c0-de48c58acf4d			24.851667	14.450833	20.800018	104.065186	17.7	17.0	0.3026	0.79	1.4	5.0
drt25826				Koalas										present								Australia		Queensland							-25.5384947	152.7034191		-25.5384947	152.7034191			Not provided																		9f302e7c-b49c-4b7a-94b6-5df47b8eb7b2			26.198334	15.484167	20.899994	95.89057	18.3	3.0	0.2545	0.62	1.05	4.0
drt25826				Koalas										present								Australia		Queensland							-26.182529	152.0680932		-26.182529	152.0680932			Not provided																		9f14a43e-c18c-472a-a299-cbf533449545			25.793333	12.115	24.799988	64.916664	18.9	262.0	0.3785	0.45	1.45	5.0
drt25826				Koalas										present								Australia		Victoria							-36.75	145.566667		-36.75	145.566667			Not provided																		9eb5bce3-1740-401b-b385-52b1a8d92b02			20.420834	7.7400002	26.0	57.43815	16.1	171.0	0.2379	0.63	1.15	4.0
drt25826				Koalas										present								Australia		New South Wales							-28.5344444	153.5391667		-28.5344444	153.5391667			Not provided																		9e614443-7eab-4b92-a847-83b5b5bd211d			24.229166	14.764167	20.0	149.82388	16.8	17.0	0.1206	0.91	1.15	4.0
drt25826				Koalas										present								Australia		New South Wales							-34.2635384	150.6903879		-34.2635384	150.6903879			Not provided																		9e5b437c-bd47-4408-88b1-71a911773f71			20.956667	9.4325	22.200012	77.61176	16.7	213.0	0.3166	0.66	1.0	4.0
drt25826				Koalas										present								Australia		New South Wales							-28.6605556	153.6141667		-28.6605556	153.6141667			Not provided																		9e393a5b-a150-4c84-adc4-f5383bbffd39			23.794167	15.365833	19.5	150.49318	16.7	3.0	0.4093	0.9	1.55	
drt25826				Koalas										present								Australia		New South Wales							-31.443473	152.917448		-31.443473	152.917448			Not provided																		9c7068bb-fbea-4a92-8e68-f7151d69fc9c			22.239166	12.130834	19.899994	122.26893	16.7		0.4322	0.86	2.0	
drt25826				Koalas										present								Australia		New South Wales							-28.5461111	153.3730556		-28.5461111	153.3730556			Not provided																		9b8e4390-8b91-46b1-88eb-6b30adfdcf7b			21.836666	12.2825	19.479706	200.15813	16.4	403.0	0.5144	0.97	1.6	4.0
drt25826				Koalas										present								Australia		Queensland							-27.5598212	151.9506696		-27.5598212	151.9506696			Not provided																		9aec864b-c87a-4da0-97fa-9ba483251c99			23.1825	9.523334	25.245514	70.822136	18.6	610.0	0.1126	0.49	2.1	5.0
drt25826				Koalas										present								Australia		Victoria							-37.2326779999999	148.26029		-37.2326779999999	148.26029			Not provided																		9ae5cbc9-2407-4892-b81d-f166b58b09be			16.361668	4.2225	23.219482	76.53461	15.5	695.0	0.4063	0.8	1.75	4.0
drt25826				Koalas										present								Australia		Victoria							-37.2326779999999	148.26029		-37.2326779999999	148.26029			Not provided																		9a20c632-90fc-4bed-bf04-bf8774d33c80			16.361668	4.2225	23.219482	76.53461	15.5	695.0	0.4063	0.8	1.75	4.0
drt25826				Koalas										present								Australia		Victoria							-38.8318142	143.5114404		-38.8318142	143.5114404			Not provided																		9a1d36b1-6a3d-448b-9731-5b1bd8e662c2			16.0475	8.81	15.793762	97.8402	13.8	136.0	0.4036	0.83	1.7	4.0
drt25826				Koalas										present								Australia		New South Wales							-28.8969444	153.3533333		-28.8969444	153.3533333			Not provided																		99e4bd5d-9ae8-404b-87dc-eb971461fb43			24.015833	13.379167	21.195068	126.814896	17.1	123.0	0.5561	0.85	1.8	4.0
drt25826				Koalas										present								Australia		New South Wales							-34.4221367	150.6066244		-34.4221367	150.6066244			Not provided																		98361822-b593-42e4-8409-3f29fab70902			19.834167	8.8525	22.350952	94.176254	16.3	408.0	0.3343	0.76	1.0	4.0
drt25826				Koalas										present								Australia		Victoria							-37.2241279999999	148.261027		-37.2241279999999	148.261027			Not provided																		97e0daa6-10e2-4f39-b379-ca259485df3f			16.481667	4.2716665	23.399994	74.941246	15.5	743.0	0.36	0.8	1.75	4.0
drt25826				Koalas										present								Australia		Queensland							-27.3924149	151.9985925		-27.3924149	151.9985925			Not provided																		9754e22a-e12d-4738-b301-04c76b6f54de			23.3675	9.916667	24.945465	73.60361	18.6	596.0	0.3888	0.5	2.0	5.0
drt25826				Koalas										present								Australia		New South Wales							-28.655	153.4097222		-28.655	153.4097222			Not provided																		9753a278-0bf3-47c3-b6b6-14fc93ad060c			23.450832	13.359166	20.189514	155.41805	16.7	111.0	0.6436	0.91	1.8	4.0
drt25826				Koalas										present								Australia		New South Wales							-29.8938889	150.625		-29.8938889	150.625			Not provided																		975377ed-93ca-4b5d-b9c7-ab1d61c955cf			25.461666	9.555	30.376678	58.013783	18.4	333.0	0.3063	0.41	1.5	6.0
drt25826				Koalas										present								Australia		New South Wales							-30.9855488893933	150.243011995726		-30.9855488893933	150.243011995726			Not provided																		969e4254-435b-4814-a449-9c91c9e30857			24.75	10.659166	29.399994	49.778355	18.4	264.0	0.3308	0.37	1.7	6.0
drt25826				Koalas										present								Australia		New South Wales							-34.1877291	150.7960043		-34.1877291	150.7960043			Not provided																		96040a68-5da0-44e6-b64a-862586826b07			21.238333	9.979167	22.300018	75.734924	16.8	218.0	0.4034	0.65	1.0	4.0
drt25826				Koalas										present								Australia		Victoria							-38.8235762	143.5065554		-38.8235762	143.5065554			Not provided																		959e057c-03b5-4b11-8585-a7b8c3ccf8ea			16.209167	8.8675	15.707214	91.28044	13.8	83.0	0.4186	0.82	1.7	4.0
drt25826				Koalas										present								Australia		Queensland							-26.4174227	152.9104417		-26.4174227	152.9104417			Not provided																		94b1044a-f62e-42ae-becd-cd52397b56f3			24.8525	14.033334	20.40686	136.13663	17.4	112.0	0.4268	0.88	1.0	4.0
drt25826				Koalas										present								Australia		New South Wales							-28.4955556	153.06		-28.4955556	153.06			Not provided																		945e98a7-6cb9-4426-8494-a7011aba1ff6			24.5925	11.6575	23.483887	126.910034	17.4	373.0	0.4815	0.85	2.15	4.0
drt25826				Koalas										present								Australia		Queensland							-25.5513899	152.6771004		-25.5513899	152.6771004			Not provided																		93ec53af-74d8-4fec-9093-0fae2c1d2034			26.18	15.310833	20.899994	95.032295	18.4	3.0	0.4217	0.62	1.1	4.0
drt25826				Koalas										present								Australia		New South Wales							-31.2219444	150.36		-31.2219444	150.36			Not provided																		93dec70c-f8c5-455e-8a37-58c8c41e7e94			24.189167	10.051666	28.846497	49.950104	18.2	292.0	0.3072	0.4	2.0	5.0
drt25826				Koalas										present								Australia		New South Wales							-28.655	153.4480556		-28.655	153.4480556			Not provided																		93b5be74-b10a-47a4-92cb-b10145de5426			23.053333	13.4800005	19.68869	166.80057	16.6	202.0	0.5702	0.93	1.8	4.0
drt25826				Koalas										present								Australia		New South Wales							-29.6816894	152.9336547		-29.6816894	152.9336547			Not provided																		939eac4e-1d4f-4c25-8058-757db4e0f186			24.985834	11.75	23.899994	85.61335	17.6	18.0	0.3357	0.64	2.5	4.0
drt25826				Koalas										present								Australia		Queensland							-25.2834911	152.8319332		-25.2834911	152.8319332			Not provided																		93722006-2308-4fed-a460-aafe08ed04a6			25.868334	16.4275	19.46753	91.774445	18.4		0.4224	0.65	1.3	
drt25826				Koalas										present								Australia		New South Wales							-31.443473	152.917448		-31.443473	152.917448			Not provided																		922a402d-7781-45df-bff7-85ad44cf759b			22.239166	12.130834	19.899994	122.26893	16.7		0.4322	0.86	2.0	
drt25826				Koalas										present								Australia		Victoria							-36.8488197	145.4080574		-36.8488197	145.4080574			Not provided																		91e45eac-6778-49ef-901c-f6104a7de22e			19.666666	7.395	25.5	55.39626	16.0	253.0	0.4034	0.64	1.5	4.0
drt25826				Koalas										present								Australia		New South Wales							-31.443473	152.917448		-31.443473	152.917448			Not provided																		91dd2dee-aae0-46af-904f-47df437be5e0			22.239166	12.130834	19.899994	122.26893	16.7		0.4322	0.86	2.0	
drt25826				Koalas										present								Australia		New South Wales							-28.6547222	153.5155556		-28.6547222	153.5155556			Not provided																		91d9c375-0acd-4147-8b43-18389560108b			23.679167	14.478333	19.9057	152.33665	16.7	112.0	0.5202	0.91	1.8	4.0
drt25826				Koalas										present								Australia		Victoria							-38.8369047	143.5085092		-38.8369047	143.5085092			Not provided																		91c7b7a5-6b36-450a-9de1-a6f2208d960d			16.151667	8.890833	15.800018	96.38039	13.8	136.0	0.3908	0.83	1.7	4.0
drt25826				Koalas										present								Australia		Queensland							-26.3960671	153.0894466		-26.3960671	153.0894466			Not provided																		91159494-9698-4ef8-8118-6e4b562f758a			24.854168	15.026667	19.068848	142.2022	17.3	1.0	0.2124	0.87	0.9	
drt25826				Koalas										present								Australia		New South Wales							-31.641707	152.807212		-31.641707	152.807212			Not provided																		901e4d26-169b-4227-a7dd-472225ebcfb8			22.280834	12.041667	20.100006	124.25003	16.6	0.0	0.0995	0.86	1.31	4.0
drt25826				Koalas										present								Australia		Queensland							-27.3402792	150.0605154		-27.3402792	150.0605154			Not provided																		8ff8724e-38b5-41ce-b532-7d6ba93c7fa2			26.579166	11.826667	29.100006	47.91847	19.3	279.0	0.2219	0.32	1.0	6.0
drt25826				Koalas										present								Australia		Queensland							-28.1374671	153.4755579		-28.1374671	153.4755579			Not provided																		8f94f436-6774-41c6-a9e6-7078762dc74d			24.563334	14.893333	20.242645	134.88112	17.0	0.0	0.3025	0.91	1.1	
drt25826				Koalas										present								Australia		New South Wales							-34.4329566	150.5221001		-34.4329566	150.5221001			Not provided																		8ec3d0d0-b23f-4111-99f0-8a5a427a913f			19.365	8.185	22.5484	81.53753	16.6	550.0	0.3066	0.7	1.0	4.0
drt25826				Koalas										present								Australia		New South Wales							-28.5805556	153.3744444		-28.5805556	153.3744444			Not provided																		8e7bb283-14b2-481b-911f-4d0e8d89a1ce			21.291666	12.0225	19.48523	198.08392	16.3	187.0	0.4846	0.97	2.15	4.0
drt25826				Koalas										present								Australia		New South Wales							-36.1873326195473	149.350302958693		-36.1873326195473	149.350302958693			Not provided																		8e420321-acf1-467d-b79a-d02d9f77efe6			18.121666	4.5916667	25.557892	50.767757	16.9	739.0	0.4522	0.46	1.4	5.0
drt25826				Koalas										present								Australia		Victoria							-38.565594	146.6751045		-38.565594	146.6751045			Not provided																		8de1ac5a-956f-48aa-b71e-b1a37138e5c6			18.3275	9.2508335	19.899994	67.15586	15.1	23.0	0.2622	0.69	1.4	4.0
drt25826				Koalas										present								Australia		Queensland							-26.4122171	152.9827349		-26.4122171	152.9827349			Not provided																		8d8c47fd-6c9f-49f0-bd5b-5a8ab58e20b2			24.611668	14.2775	19.70691	143.96739	17.3	96.0	0.4673	0.89	1.0	4.0
drt25826				Koalas										present								Australia		New South Wales							-28.4783333	152.8586111		-28.4783333	152.8586111			Not provided																		8d6a924e-ac20-4fc5-b0f4-497eb6bba5f6			24.495834	11.176667	24.465607	99.96212	17.7	210.0	0.52	0.76	2.85	5.0
drt25826				Koalas										present								Australia		Victoria							-37.766418	144.8459467		-37.766418	144.8459467			Not provided																		8cada531-33a6-4a9e-ae73-3bf67b89cdfd			19.2	8.605	20.702545	48.27438	15.6	30.0	0.2936	0.52	1.55	5.0
drt25826				Koalas										present								Australia		New South Wales							-32.9377778	151.6975		-32.9377778	151.6975			Not provided																		8c84484b-0493-4f41-8a70-f4220c4c7774			21.791666	12.251667	21.300018	95.57936	16.7	91.0	0.4591	0.79	1.0	4.0
drt25826				Koalas										present								Australia		New South Wales							-29.827117	151.145665		-29.827117	151.145665			Not provided																		8b97cf2f-8f55-43a0-baa7-aaddbc7b839f			22.3	8.3275	27.089508	63.187134	18.1	674.0	0.2673	0.51	1.0	5.0
drt25826				Koalas										present								Australia		Victoria							-38.2033531	146.519786		-38.2033531	146.519786			Not provided																		8ae02a4f-9999-4601-8115-5ac3fb62d3a7			19.130833	8.403334	21.499847	63.17132	15.2	51.0	0.4144	0.67	1.0	4.0
drt25826				Koalas										present								Australia		New South Wales							-34.0610908615996	150.814017371942		-34.0610908615996	150.814017371942			Not provided																		8aaafc29-3cd9-4310-82a3-ee4895c30ef4			22.641666	10.520833	23.680328	68.76669	17.1	82.0	0.1626	0.57	1.55	4.0
drt25826				Koalas										present								Australia		New South Wales							-30.9769444	150.2516667		-30.9769444	150.2516667			Not provided																		8a0c60c7-306a-4053-a805-be3c544dedb1			24.8975	10.745	28.530518	49.10643	18.4	256.0	0.3087	0.36	1.6	6.0
drt25826				Koalas										present								Australia		New South Wales							-34.1886716	150.7977808		-34.1886716	150.7977808			Not provided																		8986cb6e-fa45-49d8-ab25-76a51ff8c2c2			21.238333	9.979167	22.300018	75.734924	16.8	218.0	0.3849	0.65	1.0	4.0
