data_resource_uid	dcterms:license	institutionCode	collectionCode	datasetName	basisOfRecord	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	sex	reproductiveCondition	establishmentMeans	occurrenceStatus	occurrenceRemarks	eventID	eventDate	year	month	samplingProtocol	locationID	country	countryCode	stateProvince	locality	minimumElevationInMeters	maximumElevationInMeters	minimumDepthInMeters	maximumDepthInMeters	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	georeference_verification_status	identificationQualifier	typeStatus	identifiedBy	dateIdentified	taxonConceptID	scientificName	scientificName	originalNameUsage	kingdom	phylum	class	order	family	genus	taxonRank	vernacularName	species	verbatimIdentificationQualifier	recordID	dcterms:accessRights	verbatimBasisOfRecord	Temperature - annual max mean	Temperature - annual min mean	Temperature - annual range	Precipitation - annual mean	Radiation - annual mean (Bio20)	Elevation 	Enhanced Vegetation Index (2012-03-05)	Moisture Index - annual mean (Bio28)	Nutrient status	Ph - soil
drt25826				Koalas										present								Australia		New South Wales							-30.5005556	151.6863889		-30.5005556	151.6863889			Not provided																		dc4353fb-d9c0-4fe8-a9f6-40a443fb2725			19.314167	6.4108334	25.655334	61.19623	18.1	1069.0	0.3724	0.55	1.6	5.0
drt25826				Koalas										present								Australia		New South Wales							-31.2511111	150.3177778		-31.2511111	150.3177778			Not provided																		dc28e839-925c-4db3-88bc-1c94a25512c5			24.15	10.016666	28.780304	49.61511	18.2	363.0	0.2135	0.4	1.7	5.0
drt25826				Koalas										present								Australia		New South Wales							-34.1893842	150.7988039		-34.1893842	150.7988039			Not provided																		da388670-e1cc-4944-a836-7b0e3e6c05e8			21.238333	9.979167	22.300018	75.734924	16.8	218.0	0.3849	0.65	1.0	4.0
drt25826				Koalas										present								Australia		Queensland							-27.5748845	151.5701747		-27.5748845	151.5701747			Not provided																		da03b8cb-df83-43ec-8b9e-f67c5cb0c7f0			24.772501	9.873333	27.421234	53.547924	19.1	418.0	0.2738	0.36	2.0	6.0
drt25826				Koalas										present								Australia		New South Wales							-34.3113957	150.6069048		-34.3113957	150.6069048			Not provided																		d9f15a93-235d-45f2-8f56-d91fa780f238			20.553333	8.906667	23.163574	80.27437	16.7	342.0	0.2759	0.65	1.0	4.0
drt25826				Koalas										present								Australia		Victoria							-38.8274526	143.5127384		-38.8274526	143.5127384			Not provided																		d9f11f0c-a120-426f-aaac-9b8f9a1e12c8			16.2425	8.895833	15.9383545	94.02331	13.9	128.0	0.4077	0.82	1.7	4.0
drt25826				Koalas										present								Australia		Queensland							-26.3884686	152.6850647		-26.3884686	152.6850647			Not provided																		d9ab0e92-39ac-49c1-9c4c-a73354dbf86d			25.949167	13.581667	22.637207	100.89966	17.9	77.0	0.5065	0.76	1.1	4.0
drt25826				Koalas										present								Australia		Victoria							-36.9262697	145.5032522		-36.9262697	145.5032522			Not provided																		d92e1646-bdf6-4a90-9a42-1aa3bc190b04			17.884167	6.2883334	24.677307	64.83499	15.6	442.0	0.3508	0.7	1.5	4.0
drt25826				Koalas										present								Australia		Victoria							-37.1799289999999	148.269235		-37.1799289999999	148.269235			Not provided																		d8f4c60f-88e2-4a12-8a6e-1346621c5924			15.576667	3.6616666	23.290253	68.89267	15.7	774.0	0.4681	0.79	1.75	5.0
drt25826				Koalas										present								Australia		Victoria							-36.8485857	145.402868		-36.8485857	145.402868			Not provided																		d878ac3c-9c28-4aa1-a051-26164bac1391			19.666666	7.395	25.5	55.39626	16.0	250.0	0.491	0.64	1.5	4.0
drt25826				Koalas										present								Australia		New South Wales							-30.642203	151.47185		-30.642203	151.47185			Not provided																		d8484fe5-e2ca-4edc-bb82-0a48c2480d4e			19.5275	6.1891665	26.197205	63.583122	18.0	956.0	0.4099	0.57	1.3	5.0
drt25826				Koalas										present								Australia		Victoria							-38.2033531	146.519786		-38.2033531	146.519786			Not provided																		d82831a7-53db-4ce9-b60d-20eccf1de966			19.130833	8.403334	21.499847	63.17132	15.2	51.0	0.4144	0.67	1.0	4.0
drt25826				Koalas										present								Australia		New South Wales							-31.443473	152.917448		-31.443473	152.917448			Not provided																		d82116a5-b2b6-4554-9d42-0f00baf000ee			22.239166	12.130834	19.899994	122.26893	16.7		0.4322	0.86	2.0	
drt25826				Koalas										present								Australia		New South Wales							-30.883676	153.0399995		-30.883676	153.0399995			Not provided																		d8084cfc-3daf-4190-9aea-5693bd8c0701			23.3	13.510834	19.911346	113.166664	16.9		0.2193	0.82	1.2	
drt25826				Koalas										present								Australia		Queensland							-26.4135439	153.0505132		-26.4135439	153.0505132			Not provided																		d7f380d8-4236-4a33-9875-31aa9d541abe			24.969166	14.9225	19.399994	141.94618	17.3	8.0	0.2069	0.87	1.0	4.0
drt25826				Koalas										present								Australia		New South Wales							-28.6433333	152.9991667		-28.6433333	152.9991667			Not provided																		d73bb9b7-7a91-4f59-8755-9dc4feb13d3b			25.658333	11.888333	24.70221	93.50158	17.8	53.0	0.5398	0.73	2.15	5.0
drt25826				Koalas										present								Australia		New South Wales							-29.6816894	152.9336547		-29.6816894	152.9336547			Not provided																		d65d675a-9de3-4a5b-bb53-b5ccccddd0a6			24.985834	11.75	23.899994	85.61335	17.6	18.0	0.3357	0.64	2.5	4.0
drt25826				Koalas										present								Australia		New South Wales							-34.1887745	150.7974852		-34.1887745	150.7974852			Not provided																		d5dec79c-e81c-47dd-b055-ea2e25cf297b			21.238333	9.979167	22.300018	75.734924	16.8	218.0	0.3849	0.65	1.0	4.0
drt25826				Koalas										present								Australia		New South Wales							-31.443473	152.917448		-31.443473	152.917448			Not provided																		d5d25614-dbb2-4352-a153-a783b4bc0f7f			22.239166	12.130834	19.899994	122.26893	16.7		0.4322	0.86	2.0	
drt25826				Koalas										present								Australia		Victoria							-38.8381462	143.5090136		-38.8381462	143.5090136			Not provided																		d509bf5a-ef21-4576-9f11-845115ba51d5			16.151667	8.890833	15.800018	96.38039	13.8	136.0	0.3728	0.83	1.7	4.0
drt25826				Koalas										present								Australia		New South Wales							-36.0267360831415	149.408202817969		-36.0267360831415	149.408202817969			Not provided																		d4d50525-f9c6-47c3-8799-17c661d24ba2			15.671667	3.3791666	24.991852	65.748665	16.5	1029.0	0.3855	0.63	1.4	4.0
drt25826				Koalas										present								Australia		New South Wales							-28.4655556	152.9183333		-28.4655556	152.9183333			Not provided																		d433023b-d14e-4143-8d72-339c85ab7f0e			24.2525	11.205833	23.791687	105.14841	17.6	362.0	0.5701	0.81	2.15	5.0
drt25826				Koalas										present								Australia		Queensland							-26.4581	152.8011		-26.4581	152.8011			Not provided																		d42a79f4-1db7-4563-8e47-c529cbdeccdc			25.073334	13.609167	21.441559	119.23042	17.6	99.0	0.5027	0.86	1.25	4.0
drt25826				Koalas										present								Australia		New South Wales							-32.725648	152.104251		-32.725648	152.104251			Not provided																		d3f0b1e9-5212-4ad6-a9af-00819d1bac81			22.2525	11.628333	20.542328	107.834854	16.7		0.0588	0.8	0.9	
drt25826				Koalas										present								Australia		Victoria							-36.8485857	145.402868		-36.8485857	145.402868			Not provided																		d399b48a-4253-4fad-a698-705300a09a83			19.666666	7.395	25.5	55.39626	16.0	250.0	0.491	0.64	1.5	4.0
drt25826				Koalas										present								Australia		Queensland							-28.136167	153.3173518		-28.136167	153.3173518			Not provided																		d39977c3-54f4-45ff-a21d-b3d75f517657			24.434166	13.494166	21.046967	132.59384	17.1	54.0	0.4302	0.89	1.7	4.0
drt25826				Koalas										present								Australia		Victoria							-38.801062	145.95746		-38.801062	145.95746			Not provided																		d31ff033-d0d7-452b-9b0f-766178073b46			17.5875	9.4525	18.200012	86.16438	14.5	59.0	0.5378	0.77	1.0	4.0
drt25826				Koalas										present								Australia		Victoria							-38.8376315	143.5086499		-38.8376315	143.5086499			Not provided																		d317c548-07a9-45df-8e3f-2e7e95bdea49			16.151667	8.890833	15.800018	96.38039	13.8	136.0	0.3728	0.83	1.7	4.0
drt25826				Koalas										present								Australia		New South Wales							-34.078486	150.863466		-34.078486	150.863466			Not provided																		d27dea50-eadc-415c-8ff7-b4ff7a73215f			22.334167	10.83	23.054321	74.50505	16.9	84.0	0.3391	0.62	1.0	4.0
drt25826				Koalas										present								Australia		Queensland							-26.2301872	152.7563174		-26.2301872	152.7563174			Not provided																		d238571a-de3f-4481-9fb6-4727c46c5684			25.874166	13.8116665	22.169922	106.14393	17.8	115.0	0.4931	0.8	1.95	4.0
drt25826				Koalas										present								Australia		Queensland							-26.8851834	152.1011318		-26.8851834	152.1011318			Not provided																		d208cead-bb21-468e-a744-7524e99fdb2e			24.151667	10.6975	24.886139	74.4282	18.5	427.0	0.3289	0.53	1.95	5.0
drt25826				Koalas										present								Australia		New South Wales							-30.4244444	153.025		-30.4244444	153.025			Not provided																		d1f586e7-6e2b-4461-bf1e-13c5642ce918			23.52	12.608334	20.313904	141.64575	16.6	29.0	0.5269	0.85	1.6	4.0
drt25826				Koalas										present								Australia		New South Wales							-30.9855488893933	150.243011995726		-30.9855488893933	150.243011995726			Not provided																		d1de1a42-54e1-4150-9cad-631639e03705			24.75	10.659166	29.399994	49.778355	18.4	264.0	0.3308	0.37	1.7	6.0
drt25826				Koalas										present								Australia		Queensland							-26.3468736	152.6759411		-26.3468736	152.6759411			Not provided																		d19c7bec-9edc-4d07-b3b9-0603f5b591a7			26.0375	13.576667	22.799988	100.16823	17.9	80.0	0.4648	0.75	1.1	4.0
drt25826				Koalas										present								Australia		Queensland							-25.5384947	152.7034191		-25.5384947	152.7034191			Not provided																		d03a92df-c2f3-42f1-97ae-31372402eea4			26.198334	15.484167	20.899994	95.89057	18.3	3.0	0.2545	0.62	1.05	4.0
drt25826				Koalas										present								Australia		Queensland							-26.1769304	151.6915571		-26.1769304	151.6915571			Not provided																		cffdd4be-19a0-4973-a84e-dae80c9f03df			25.355	11.538334	25.12381	59.888412	19.1	360.0	0.4267	0.41	1.8	5.0
drt25826				Koalas										present								Australia		New South Wales							-30.9855488893933	150.243011995726		-30.9855488893933	150.243011995726			Not provided																		cf3849b9-e597-46d5-898f-9fed2ebe7a85			24.75	10.659166	29.399994	49.778355	18.4	264.0	0.3308	0.37	1.7	6.0
drt25826				Koalas										present								Australia		New South Wales							-32.96373	151.479254		-32.96373	151.479254			Not provided																		cf049cc8-afbd-44f5-bea8-15d4cc5cd9a0			21.846666	11.3625	22.606781	84.04273	16.9	85.0	0.4766	0.75	1.0	4.0
drt25826				Koalas										present								Australia		New South Wales							-32.712341	152.160763		-32.712341	152.160763			Not provided																		cf040183-0a21-4fbe-8dbf-dfa2cf131f89			22.246666	11.704166	20.5	109.5	16.6			0.8	0.9	
drt25826				Koalas										present								Australia		Victoria							-38.3336714	146.1400336		-38.3336714	146.1400336			Not provided																		ce43571d-92cd-4ac8-80f4-5af1a27c2ad1			17.1825	8.036667	19.873688	85.335045	14.4	275.0	0.3884	0.83	2.0	4.0
drt25826				Koalas										present								Australia		New South Wales							-29.0894444	153.3722222		-29.0894444	153.3722222			Not provided																		ce25d0b5-d4a6-45e0-83f4-31ba2df4613e			24.433332	13.8550005	20.300018	126.39019	17.1	3.0	0.5531	0.82	1.1	4.0
drt25826				Koalas										present								Australia		New South Wales							-29.0894444	153.3722222		-29.0894444	153.3722222			Not provided																		cdf1d758-a9d4-423f-bc7c-82a8de8445e0			24.433332	13.8550005	20.300018	126.39019	17.1	3.0	0.5531	0.82	1.1	4.0
drt25826				Koalas										present								Australia		Queensland							-26.1820731	151.775294		-26.1820731	151.775294			Not provided																		cdb7c1da-4e02-4462-a9cd-ad81d1ae1484			25.839167	11.86	25.324432	59.75	19.1	260.0	0.3167	0.39	1.05	6.0
drt25826				Koalas										present								Australia		Victoria							-38.265189	146.4851099		-38.265189	146.4851099			Not provided																		cd193407-9fa7-4caa-858d-8152fcba1833			18.673332	8.388333	20.899872	66.76266	15.0	92.0	0.4377	0.74	1.3	4.0
drt25826				Koalas										present								Australia		New South Wales							-31.1302778	149.995		-31.1302778	149.995			Not provided																		cc7443b0-e429-43be-b8cf-5a0d2dc61b19			24.38	10.0725	29.0	48.635853	18.3	305.0	0.3892	0.38	2.15	6.0
drt25826				Koalas										present								Australia		Queensland							-27.9724734	153.2679233		-27.9724734	153.2679233			Not provided																		cbe9d3ea-b709-4ebf-8f2c-52d5d11fcfbc			24.150833	13.590833	21.27655	107.37561	17.4	65.0	0.4072	0.86	1.6	4.0
drt25826				Koalas										present								Australia		Queensland							-27.2608989	152.0545681		-27.2608989	152.0545681			Not provided																		cbc7bc2f-b591-4b7a-a505-b9b068a35eb0			23.389168	10.225833	24.600006	72.28971	18.5	578.0	0.3304	0.52	1.3	5.0
drt25826				Koalas										present								Australia		New South Wales							-31.1786111	150.3172222		-31.1786111	150.3172222			Not provided																		cb94eb93-0028-4e21-9ac7-5f19c47427ef			24.3475	10.2625	29.0	49.181362	18.2	309.0	0.2762	0.39	1.9	6.0
drt25826				Koalas										present								Australia		New South Wales							-28.3323	153.3828		-28.3323	153.3828			Not provided																		cb10b428-c52f-4b70-935e-62c1fbf6f0aa			24.65	13.416667	20.960968	149.24236	16.9	14.0	0.3867	0.9	1.1	4.0
drt25826				Koalas										present								Australia		Queensland							-28.2051363	153.3954367		-28.2051363	153.3954367			Not provided																		cb0857af-7354-4e9f-9d25-5324cc7d52a6			24.219166	13.72	20.50058	156.4863	16.9	265.0	0.5198	0.92	1.6	4.0
drt25826				Koalas										present								Australia		New South Wales							-33.971434	150.929542		-33.971434	150.929542			Not provided																		caf7ff60-5de1-4feb-aa85-a45d08c04b33			22.473333	11.234167	22.200012	73.923485	17.0	48.0	0.3345	0.6	1.0	4.0
drt25826				Koalas										present								Australia		New South Wales							-28.5691667	153.0205556		-28.5691667	153.0205556			Not provided																		c9dd1e25-2d71-4432-b200-46f7bb0c78be			24.9725	11.6775	23.937378	111.44979	17.5	117.0	0.5165	0.81	2.15	5.0
drt25826				Koalas										present								Australia		Queensland							-27.4283142	151.9918223		-27.4283142	151.9918223			Not provided																		c9cc2474-cd29-44f6-9aa7-96146d136470			23.076666	9.751667	24.850006	75.105515	18.5	572.0	0.4863	0.51	2.1	4.0
drt25826				Koalas										present								Australia		New South Wales							-31.2811111	149.0133333		-31.2811111	149.0133333			Not provided																		c9c4c061-6b06-4661-aeaa-60461985bf96			22.575	8.196667	29.178986	59.43392	18.0	515.0	0.3756	0.48	2.0	5.0
drt25826				Koalas										present								Australia		Queensland							-27.4441771	151.722869		-27.4441771	151.722869			Not provided																		c8ed049f-93db-482f-a1ab-a396e303a83e			24.758333	10.041667	27.0	54.58619	19.0	399.0	0.2165	0.36	1.9	6.0
drt25826				Koalas										present								Australia		Victoria							-38.2	146.15		-38.2	146.15			Not provided																		c8d866b3-b97c-41d9-aec7-ade55bd0140e			18.818333	8.2825	21.215698	79.31914	14.7	56.0	0.5448	0.78	2.0	4.0
drt25826				Koalas										present								Australia		Queensland							-25.5513899	152.6771004		-25.5513899	152.6771004			Not provided																		c8d7d462-a59d-4db0-8ba2-ff2cfb3cd909			26.18	15.310833	20.899994	95.032295	18.4	3.0	0.4217	0.62	1.1	4.0
drt25826				Koalas										present								Australia		Victoria							-38.3950602	146.1498411		-38.3950602	146.1498411			Not provided																		c83ca6ce-30e7-4344-b999-e4a969d21e9d			17.236668	8.3116665	19.62918	87.10935	14.4	230.0	0.3495	0.83	2.0	4.0
drt25826				Koalas										present								Australia		New South Wales							-29.6816894	152.9336547		-29.6816894	152.9336547			Not provided																		c7c0aa98-9eb9-43a6-a240-0cb5d03ca2fe			24.985834	11.75	23.899994	85.61335	17.6	18.0	0.3357	0.64	2.5	4.0
drt25826				Koalas										present								Australia		Queensland							-27.3402792	150.0605154		-27.3402792	150.0605154			Not provided																		c7a4cd23-252a-4a02-a3f0-7dbf1b507a88			26.579166	11.826667	29.100006	47.91847	19.3	279.0	0.2219	0.32	1.0	6.0
drt25826				Koalas										present								Australia		New South Wales							-28.5852778	153.0722222		-28.5852778	153.0722222			Not provided																		c799f352-c159-4e69-92a4-ec9132814c54			23.689167	11.375	22.66568	124.256065	17.2	363.0	0.5006	0.86	2.85	5.0
drt25826				Koalas										present								Australia		Queensland							-26.2346426	152.0103453		-26.2346426	152.0103453			Not provided																		c76f2e53-157c-45a9-8838-78b2e92fa7bb			25.035833	11.539166	24.600922	66.14364	18.9	310.0	0.3783	0.46	1.0	5.0
drt25826				Koalas										present								Australia		Victoria							-38.8343258	143.5102847		-38.8343258	143.5102847			Not provided																		c74fd626-580d-4283-8c47-610bd2e091a3			16.0475	8.81	15.793762	97.8402	13.8	136.0	0.3899	0.83	1.7	4.0
drt25826				Koalas										present								Australia		New South Wales							-28.885	153.2147222		-28.885	153.2147222			Not provided																		c67dc87d-900e-4a3f-9ab2-5b0c71b7c278			25.1525	12.860001	22.5	105.466064	17.4	23.0	0.542	0.79	2.85	4.0
drt25826				Koalas										present								Australia		Queensland							-26.4778	153.0949		-26.4778	153.0949			Not provided																		c67cf703-51af-424e-81c1-07d0d4f1088c			24.628334	14.963333	19.0	142.6754	17.3	19.0	0.1655	0.88	0.9	4.0
drt25826				Koalas										present								Australia		Queensland							-27.182006	151.2620588		-27.182006	151.2620588			Not provided																		c5d34a0b-bff5-4054-9355-f971c18dd100			25.730833	10.731667	27.699982	51.083332	19.2	341.0	0.183	0.33	1.95	6.0
drt25826				Koalas										present								Australia		Victoria							-37.95	146.4		-37.95	146.4			Not provided																		c57e338a-e423-4084-9097-7aa7e20f1e8b			16.584167	6.8191667	20.934296	91.50767	14.4	486.0	0.4261	0.88	1.85	4.0
drt25826				Koalas										present								Australia		Victoria							-37.2326779999999	148.26029		-37.2326779999999	148.26029			Not provided																		c509419d-1afc-48f7-ab4e-e78cc447094c			16.361668	4.2225	23.219482	76.53461	15.5	695.0	0.4063	0.8	1.75	4.0
drt25826				Koalas										present								Australia		Victoria							-38.3421206	145.0138803		-38.3421206	145.0138803			Not provided																		c4199af8-a8f7-4946-a5e8-d8fa1c0a92ba			17.469166	9.565833	18.100037	71.39026	14.7	51.0	0.363	0.74	1.0	
drt25826				Koalas										present								Australia		Victoria							-36.9	145.233333		-36.9	145.233333			Not provided																		c40a9e6f-f6d4-42c5-9850-2a882ee7fac4			20.293333	7.8883333	25.400024	51.0	16.2	159.0	0.4396	0.59	1.0	4.0
drt25826				Koalas										present								Australia		Victoria							-37.2326779999999	148.26029		-37.2326779999999	148.26029			Not provided																		c3349644-6442-4802-a3d3-fe661a5baf53			16.361668	4.2225	23.219482	76.53461	15.5	695.0	0.4063	0.8	1.75	4.0
drt25826				Koalas										present								Australia		Queensland							-26.4596027	152.6774729		-26.4596027	152.6774729			Not provided																		c31770bb-0f16-4cbe-ae82-eedf8c4dc470			25.840834	13.504167	22.699982	99.219635	17.9	85.0	0.3619	0.75	1.1	5.0
drt25826				Koalas										present								Australia		New South Wales							-34.2138444	150.7937506		-34.2138444	150.7937506			Not provided																		c2375c23-8333-4f55-a555-0ea0b1b338a6			20.988333	9.956667	21.982147	78.22018	16.7	233.0	0.2868	0.68	1.0	4.0
drt25826				Koalas										present								Australia		New South Wales							-30.9855488893933	150.243011995726		-30.9855488893933	150.243011995726			Not provided																		c04efc99-5301-49ba-a44a-b16a7748d007			24.75	10.659166	29.399994	49.778355	18.4	264.0	0.3308	0.37	1.7	6.0
drt25826				Koalas										present								Australia		New South Wales							-28.3877489	153.5580894		-28.3877489	153.5580894			Not provided																		c0263720-1ee8-45e1-9c55-f5e28ed4157a			24.243334	14.791667	19.98172	149.8211	16.7	9.0	0.2319	0.92	1.6	
drt25826				Koalas										present								Australia		Victoria							-36.8485857	145.402868		-36.8485857	145.402868			Not provided																		c000048a-a0e5-42d6-8bdd-64b6434896e7			19.666666	7.395	25.5	55.39626	16.0	250.0	0.491	0.64	1.5	4.0
drt25826				Koalas										present								Australia		Queensland							-26.2031349	152.4387302		-26.2031349	152.4387302			Not provided																		bfce215a-901d-471b-8a7c-4c9339aa18fa			26.525	13.195833	24.0	82.55951	18.4	100.0	0.4387	0.57	1.0	5.0
drt25826				Koalas										present								Australia		New South Wales							-31.4383333	152.9191667		-31.4383333	152.9191667			Not provided																		bfb197ee-6583-4493-b7e5-71c733669efe			22.2875	12.163333	19.90686	122.487305	16.7		0.2612	0.86	1.8	
drt25826				Koalas										present								Australia		Victoria							-38.8318142	143.5114404		-38.8318142	143.5114404			Not provided																		bfa1bad0-95ff-4596-b518-ca2c6bdce51e			16.0475	8.81	15.793762	97.8402	13.8	136.0	0.4036	0.83	1.7	4.0
drt25826				Koalas										present								Australia		New South Wales							-28.7955556	153.4480556		-28.7955556	153.4480556			Not provided																		bf74ff21-5717-4779-9687-0dfe5da76208			23.738333	13.9725	20.600006	137.41432	16.8	59.0	0.5079	0.88	1.8	4.0
drt25826				Koalas										present								Australia		New South Wales							-29.6072222	152.8466667		-29.6072222	152.8466667			Not provided																		bf637bb3-f2c4-4713-84f6-f6e3e70d7d55			25.079166	11.116667	25.100006	87.41548	17.6	27.0	0.3872	0.65	2.5	4.0
drt25826				Koalas										present								Australia		New South Wales							-36.1873326195473	149.350302958693		-36.1873326195473	149.350302958693			Not provided																		bf461e8c-d943-4387-a1d3-78fbf0c8f2f1			18.121666	4.5916667	25.557892	50.767757	16.9	739.0	0.4522	0.46	1.4	5.0
drt25826				Koalas										present								Australia		Queensland							-26.1510095	152.8490394		-26.1510095	152.8490394			Not provided																		bf39b2c1-0102-4c65-9c5c-bdeb7b6eea41			25.113333	13.851666	21.100006	120.04225	17.7	124.0	0.4646	0.84	1.0	4.0
drt25826				Koalas										present								Australia		Queensland							-26.6923539	152.8953275		-26.6923539	152.8953275			Not provided																		bf14576c-327a-4d5b-a8d7-7274522385e9			23.291666	13.174167	20.141876	156.63097	17.1	278.0	0.5088	0.93	2.55	4.0
drt25826				Koalas										present								Australia		Queensland							-27.4991711	153.4037831		-27.4991711	153.4037831			Not provided																		bee00db1-a915-4e4c-980f-26fe15247aee			24.035833	15.7975	19.703125	125.6907	17.4	7.0		0.86	2.175	
drt25826				Koalas										present								Australia		Queensland							-22.3455893	149.5357257		-22.3455893	149.5357257			Not provided																		bea768a4-ff0a-43c6-94c2-58e766dcbdf5			27.920834	16.9225	20.399994	84.1378	19.2	6.0	0.3159	0.49	2.0	5.0
drt25826				Koalas										present								Australia		Queensland							-27.2627158	152.9920997		-27.2627158	152.9920997			Not provided																		bea0c53d-e98d-41ba-8376-cf7d4c0b4e2a			24.86	14.090834	20.817749	103.19155	17.7	43.0	0.5125	0.78	1.9	5.0
drt25826				Koalas										present								Australia		New South Wales							-28.7747222	153.2730556		-28.7747222	153.2730556			Not provided																		be4695bc-ebfd-4870-bcb0-19d0e8801cb4			24.534166	12.955	21.826874	114.618706	17.2	73.0	0.5121	0.84	2.85	4.0
drt25826				Koalas										present								Australia		New South Wales							-30.9855488893933	150.243011995726		-30.9855488893933	150.243011995726			Not provided																		be0e7e92-a582-4166-8ed3-6d9ebe828df7			24.75	10.659166	29.399994	49.778355	18.4	264.0	0.3308	0.37	1.7	6.0
drt25826				Koalas										present								Australia		New South Wales							-34.5571483	150.6491722		-34.5571483	150.6491722			Not provided																		bdd18660-e8dd-464a-a3ac-28121ce24903			18.638334	8.608334	21.781464	134.17531	15.6	444.0	0.4424	0.89	1.0	4.0
drt25826				Koalas										present								Australia		New South Wales							-36.0267360831415	149.408202817969		-36.0267360831415	149.408202817969			Not provided																		bd25269f-7e8e-4d93-bf20-e2664a25fb99			15.671667	3.3791666	24.991852	65.748665	16.5	1029.0	0.3855	0.63	1.4	4.0
drt25826				Koalas										present								Australia		Victoria							-37.2326779999999	148.26029		-37.2326779999999	148.26029			Not provided																		bd240cab-facf-421a-9023-70c1de50f86d			16.361668	4.2225	23.219482	76.53461	15.5	695.0	0.4063	0.8	1.75	4.0
drt25826				Koalas										present								Australia		Victoria							-37.2220099999999	148.263899		-37.2220099999999	148.263899			Not provided																		bd14015c-0898-4d58-a97c-5455241e8f4f			16.481667	4.2716665	23.399994	74.941246	15.5	743.0	0.4786	0.8	1.75	4.0
drt25826				Koalas										present								Australia		New South Wales							-28.7391667	153.3875		-28.7391667	153.3875			Not provided																		bc918b00-d5c4-45f9-89f9-93c5b172a71a			24.115833	13.626667	20.409302	128.7491	17.0	30.0	0.525	0.87	2.05	4.0
drt25826				Koalas										present								Australia		Victoria							-38.8350808	143.5061758		-38.8350808	143.5061758			Not provided																		bbcd6a50-75ee-4caf-9b08-c344aad4488b			16.151667	8.890833	15.800018	96.38039	13.8	136.0	0.3734	0.83	1.7	4.0
drt25826				Koalas										present								Australia		Victoria							-37.2211319999999	148.263544		-37.2211319999999	148.263544			Not provided																		bb931d23-0098-47d7-84f2-42ff698952fd			16.481667	4.2716665	23.399994	74.941246	15.5	743.0	0.5754	0.8	1.75	4.0
drt25826				Koalas										present								Australia		New South Wales							-31.443473	152.917448		-31.443473	152.917448			Not provided																		bb8cdc0a-e4b6-4f27-a99c-c57787f32870			22.239166	12.130834	19.899994	122.26893	16.7		0.4322	0.86	2.0	
drt25826				Koalas										present								Australia		Queensland							-27.2246275	153.0675135		-27.2246275	153.0675135			Not provided																		ba0c768a-dfc5-48c7-b5df-22f7fc333da2			24.83	14.68	20.700012	105.213745	17.7	1.0	0.4012	0.8	1.4	
drt25826				Koalas										present								Australia		Victoria							-38.8367233	143.5081457		-38.8367233	143.5081457			Not provided																		b98eae66-9bcb-437e-b2eb-6115dae686b2			16.151667	8.890833	15.800018	96.38039	13.8	136.0	0.3908	0.83	1.7	4.0
drt25826				Koalas										present								Australia		Queensland							-25.1802402	151.6454496		-25.1802402	151.6454496			Not provided																		b8fd69a4-bb85-4560-9713-766a83ad52b1			26.046667	13.314166	23.429321	66.92673	19.2	250.0	0.4547	0.41	1.15	5.0
drt25826				Koalas										present								Australia		Queensland							-26.4880343	152.7037496		-26.4880343	152.7037496			Not provided																		b881e5e1-8021-402f-9ffb-f0faa41fdc21			25.5575	13.464167	22.29715	103.60063	17.8	114.0	0.4413	0.8	1.1	4.0
drt25826				Koalas										present								Australia		New South Wales							-34.4389427	150.5172117		-34.4389427	150.5172117			Not provided																		b803a1e5-15bd-4e00-af44-e142794e46c8			19.260834	8.0775	23.399994	79.56753	16.6	548.0	0.4225	0.69	1.0	4.0
drt25826				Koalas										present								Australia		New South Wales							-29.0525	153.3047222		-29.0525	153.3047222			Not provided																		b7788c60-e040-4fef-8ca5-f38ec57fbf2c			24.756666	13.459167	21.800018	120.363686	17.2	4.0	0.4074	0.81	1.1	4.0
drt25826				Koalas										present								Australia		New South Wales							-31.4661111	152.8758333		-31.4661111	152.8758333			Not provided																		b6ce887b-d4b9-4acc-a6b7-557c922c5488			22.235	12.001667	19.959167	123.06158	16.7	17.0	0.2285	0.86	1.0	4.0
drt25826				Koalas										present								Australia		New South Wales							-31.247651	152.652762		-31.247651	152.652762			Not provided																		b6bb0274-23b1-4146-b586-5269dba17633			23.488333	11.998333	21.600006	105.51551	16.9	43.0	0.49	0.83	1.95	4.0
drt25826				Koalas										present								Australia		New South Wales							-31.443473	152.917448		-31.443473	152.917448			Not provided																		b69514c5-5b35-4cb4-9ec8-4b4fd9cd05a7			22.239166	12.130834	19.899994	122.26893	16.7		0.4322	0.86	2.0	
drt25826				Koalas										present								Australia		Queensland							-25.6242507	151.6082235		-25.6242507	151.6082235			Not provided																		b627320f-bfef-4960-a481-a747c7a596d6			27.159166	13.378333	24.711334	59.770695	19.2	91.0	0.2384	0.36	1.3	6.0
drt25826				Koalas										present								Australia		New South Wales							-34.2584035	150.7233641		-34.2584035	150.7233641			Not provided																		b5f3f901-a329-416b-a60c-149accc4a98a			21.12	9.695	22.200012	77.15429	16.7	198.0	0.3538	0.66	1.55	4.0
