Koala ID, vcf ID,State,LGA,Latitude,Longitude
7CE3729_Nubia,,NSW,,-34.476033,150.6340433
7CE3D81_LiBan,,NSW,,-34.4543039,150.6488924
7CE3EBC_Jaturna,,NSW,,-34.4490134,150.6099386
7CE40DE_Imoogi,,NSW,,-34.4221367,150.6066244
7CE44B5_Mokosh,,NSW,,-34.4776905,150.6344429
7CE4C35_Gurangatch,,NSW,,-34.4336294,150.6106707
7CE4D7B_Khnum,,NSW,,-34.4837346,150.6350996
81967_Inverell Tom,,NSW,,-29.827117,151.145665
956000009448082_AfoSapa,,NSW,,-34.4478691,150.5168387
956000009448937_Ezili,,NSW,,-34.4321424,150.6130089
956000009449161_Fontus,,NSW,,-34.4324586,150.6144252
956000009459587_Demona,,NSW,,-34.4340486,150.6136728
,M49026_001,,,,
,K2,,,,
